arm	cancer_type	discovery	replication	seed	n_common	n_dis_tested	n_rep_tested	n_dis_joint	n_rep_joint	rep_joint	repdir_joint	n_dis_fdr	n_rep_fdr	rep_fdr	repdir_fdr	n_dis_lfc	n_rep_lfc	rep_lfc	repdir_lfc	n_dis_topp100	n_rep_topp100	rep_topp100	repdir_topp100	n_dis_topp500	n_rep_topp500	rep_topp500	repdir_topp500	n_dis_topfc100	n_rep_topfc100	rep_topfc100	repdir_topfc100	n_dis_topfc500	n_rep_topfc500	rep_topfc500	repdir_topfc500	gene_sign_conc	gene_bothsig_fdr	gene_bothsig_sign	pi1	rep_median_abs_lfc	dis_median_abs_lfc	lfc_shrinkage	spearman_lfc	spearman_stat	pearson_lfc	global_sign_conc	status
cross_full	BRCA	SRP062132	SRP116023	-1	16576	17037	16739	6	2899	0.8333333333333334	0.8333333333333334	6	7844	0.8333333333333334	0.8333333333333334	222	3008	0.5720720720720721	0.5	100	100	0.01	0.01	500	500	0.048	0.048	6	100	0.3333333333333333	0.3333333333333333	6	500	0.5	0.5	1.0	0.8333333333333334	0.8333333333333334		2.181175308344174	3.3562190091450717	0.3501093634232816	0.3801237189948693	0.3633633686387502	0.3930341534489429	0.6166747104247104	ok
cross_full	BRCA	SRP062132	SRP156355	-1	16922	17037	17666	6	1689	0.5	0.5	6	3248	0.5	0.5	271	2313	0.47601476014760147	0.39114391143911437	100	100	0.02	0.02	500	500	0.038	0.036	6	100	0.5	0.5	6	500	0.5	0.5	0.8333333333333334	0.5	0.5		2.3382933362168363	3.3562190091450717	0.3032953660516723	0.41661174121921785	0.39904118881476214	0.3930211396696421	0.6434227632667533	ok
cross_full	BRCA	SRP116023	TCGA-BRCA	-1	16435	16739	17081	2885	3763	0.755632582322357	0.7545927209705373	7818	13455	0.9132770529547198	0.8917881811204912	3005	3763	0.7527454242928453	0.7507487520798669	100	100	0.35	0.35	500	500	0.474	0.474	100	100	0.58	0.58	500	500	0.5	0.5	0.9864818024263432	0.9674176776429809	0.9636048526863085	0.99999999	1.5599001853291368	1.4867907561700502	-0.049172641715512944	0.81124078609582	0.8022642840189338	0.8461159608527075	0.8110130818375418	ok
cross_full	BRCA	SRP116023	SRP157974	-1	16344	16739	16585	2820	3334	0.5436170212765957	0.5081560283687944	7757	13132	0.834729921361351	0.6931803532293412	2912	3334	0.5463598901098901	0.5082417582417582	100	100	0.04	0.04	500	500	0.186	0.186	100	100	0.32	0.32	500	500	0.316	0.314	0.8407801418439717	0.8734042553191489	0.7695035460992907	0.9134751773049645	1.0941771888970082	1.4697800920400712	0.25555040864767864	0.5152638971402091	0.5198351960658424	0.5974873943068926	0.6784752814488497	ok
cross_full	BRCA	SRP116023	SRP218935	-1	16534	16739	17058	2875	3084	0.49426086956521736	0.4594782608695652	7818	9709	0.6390381171655155	0.5402916346891788	2982	3127	0.5046948356807511	0.4614352783366868	100	100	0.04	0.04	500	500	0.182	0.182	100	100	0.35	0.35	500	500	0.336	0.332	0.8222608695652174	0.6991304347826087	0.6351304347826087	0.8191304347826087	1.0020763777671786	1.4783533672415639	0.32216721659927827	0.461578116438976	0.4657933703230569	0.5591847639802769	0.6539857263820007	ok
cross_full	BRCA	SRP116023	SRP111343	-1	16158	16739	16421	2841	1482	0.3745160154875044	0.37205209433298136	7759	8550	0.6525325428534605	0.6332001546591055	2938	1489	0.37848876786929886	0.3750850918992512	100	100	0.0	0.0	500	500	0.052	0.052	100	100	0.06	0.06	500	500	0.282	0.282	0.9447377683914114	0.7578317493840198	0.7518479408658922	0.8803238296374516	0.8250272520940601	1.481634621337187	0.4431641646241591	0.6942435967886489	0.6787211653534759	0.7212725983426167	0.7430375046416636	ok
cross_full	LIHC	SRP174991	TCGA-LIHC	-1	15669	15733	16307	2375	3071	0.7574736842105263	0.7566315789473684	8229	11114	0.7991250455705432	0.7664357759144489	2394	3071	0.7560568086883876	0.7543859649122807	100	100	0.37	0.37	500	500	0.498	0.498	100	100	0.55	0.55	500	500	0.7	0.7	0.9734736842105263	0.9225263157894736	0.9174736842105263	0.9775438596491228	1.550731524774412	1.4894352380899596	-0.04115404625652497	0.7356106786762667	0.7239019737386257	0.839703900623421	0.7669283298232178	ok
cross_full	LIHC	SRP174991	SRP068976	-1	15661	15733	16012	2364	3632	0.7842639593908629	0.7779187817258884	8220	10757	0.7854014598540145	0.7535279805352798	2381	3632	0.7828643427131458	0.7761444771104578	100	100	0.32	0.32	500	500	0.476	0.476	100	100	0.48	0.48	500	500	0.662	0.662	0.9665820642978004	0.9166666666666666	0.9065143824027073	0.9520586576424139	1.721628483760846	1.4881042400601563	-0.15692734246308548	0.7217248331938644	0.7243489527582214	0.8252036650140806	0.7580614264734052	ok
cross_full	LIHC	SRP174991	SRP099053	-1	15682	15733	16117	2376	3238	0.8341750841750841	0.8329124579124579	8233	8758	0.7954573059638042	0.7941212194825702	2394	3300	0.8446115288220551	0.841687552213868	100	100	0.33	0.33	500	500	0.542	0.542	100	100	0.51	0.51	500	500	0.686	0.686	0.9810606060606061	0.9031986531986532	0.9010942760942761	0.9768518518518519	1.7688120815137465	1.4881042400601563	-0.1886345283461075	0.8617686258280245	0.8730914536144921	0.8976913816852375	0.8507205713556945	ok
cross_full	LIHC	SRP174991	SRP062885	-1	15625	15733	16024	2353	3531	0.6918827029324267	0.68380790480238	8206	7820	0.6240555690957835	0.605288813063612	2372	3677	0.7145868465430016	0.7032040472175379	100	100	0.26	0.26	500	500	0.428	0.428	100	100	0.42	0.42	500	500	0.584	0.584	0.926476838079048	0.7556311092222694	0.7462813429664258	0.8629409264768381	1.5469571761118284	1.4879457335799118	-0.039659673871263124	0.672483149946434	0.6971520763719845	0.7624513932513952	0.751552	ok
cross_full	LIHC	SRP174991	SRP049592	-1	15684	15733	16728	2360	4003	0.6419491525423728	0.5936440677966102	8219	7774	0.559557123737681	0.48314880155736706	2381	4157	0.6757664846703066	0.617387652246955	100	100	0.03	0.03	500	500	0.128	0.128	100	100	0.22	0.22	500	500	0.298	0.288	0.8555084745762712	0.7203389830508474	0.6652542372881356	0.8813559322033898	1.5172316006472242	1.4857401999853834	-0.021195765358001717	0.510140902701125	0.4908073476583099	0.5613782343123072	0.6683244070390206	ok
cross_full	LIHC	SRP174991	SRP102722	-1	15358	15733	15433	2241	59	0.01651048639000446	0.0	8069	65	0.006692279092824389	0.0	2255	987	0.27583148558758314	0.012860310421286032	100	100	0.07	0.0	500	500	0.12	0.0	100	65	0.13	0.0	500	65	0.052	0.0	0.15841142347166443	0.01651048639000446	0.0	0.46117804551539476	0.6415521722425599	1.4748096847145877	0.5649932469987027	-0.44582592849924857	-0.4168603197619776	-0.5580822379774013	0.35382211225419974	ok
cross_full	LIHC	SRP174991	SRP039694	-1	15714	15733	16625	2393	1734	0.4697033012954451	0.4676138737985792	8253	2930	0.3114019144553496	0.3104325699745547	2413	2586	0.6535433070866141	0.644840447575632	100	100	0.14	0.14	500	500	0.32	0.32	100	100	0.28	0.28	500	500	0.496	0.496	0.9423318010865023	0.5022983702465524	0.5002089427496866	0.8280699659721807	1.298048505399977	1.4912824609677904	0.12957569114197942	0.7323603252346556	0.7633056755931926	0.7784834087573295	0.7812142038946163	ok
cross_full	LIHC	SRP174991	SRP076032	-1	13227	15733	13305	1523	207	0.07747866053841103	0.07747866053841103	6960	374	0.04439655172413793	0.04396551724137931	1531	510	0.18745917700849118	0.18419333768778576	100	100	0.08	0.08	500	500	0.15	0.15	100	100	0.13	0.13	500	374	0.11	0.11	0.8765594221930401	0.09914642153644124	0.09914642153644124	0.5816527530250444	0.5650423446173864	1.4151176156050829	0.600709977470118	0.437424651541294	0.43122685797720783	0.513990935902152	0.6363498903757466	ok
cross_full	LIHC	SRP068976	SRP050551	-1	15773	16012	15968	3705	2999	0.631578947368421	0.631578947368421	10846	6298	0.5314401622718052	0.529872764152683	3705	3274	0.6734143049932524	0.6720647773279352	100	100	0.28	0.28	500	500	0.462	0.462	100	100	0.51	0.51	500	500	0.612	0.612	0.9757085020242915	0.7786774628879892	0.7781376518218623	0.9244264507422402	1.299652993682762	1.5319362896907618	0.15162725602308735	0.8475523581164977	0.8684265482514751	0.8767383363757202	0.8454954669371711	ok
cross_full	LIHC	SRP068976	SRP118972	-1	15777	16012	16010	3704	2003	0.41765658747300216	0.4144168466522678	10844	3503	0.30284028033935817	0.3015492438214681	3704	2863	0.5718142548596112	0.5631749460043196	100	100	0.51	0.51	500	500	0.484	0.484	100	100	0.46	0.46	500	500	0.612	0.61	0.9559935205183585	0.5010799136069114	0.4978401727861771	0.8596112311015118	1.1278361897294373	1.52422279015431	0.26005817718074076	0.8029041555709051	0.8254603417791438	0.8292430344024511	0.8220193953223046	ok
cross_full	LIHC	SRP068976	SRP137150	-1	15284	16012	15802	3504	3298	0.4192351598173516	0.4012557077625571	10542	5048	0.365110984632897	0.3292544109277177	3504	3943	0.5111301369863014	0.4811643835616438	100	100	0.13	0.13	500	500	0.238	0.238	100	100	0.39	0.38	500	500	0.446	0.444	0.8493150684931506	0.4763127853881279	0.4563356164383562	0.7340182648401825	1.0258577712278911	1.5167623814435318	0.32365294407449463	0.5114583006416199	0.521071216721855	0.5953198229644171	0.6813007066213034	ok
cross_full	LIHC	SRP068976	SRP161530	-1	15455	16012	15823	3553	2800	0.5676892766676048	0.5637489445538981	10640	4756	0.40291353383458645	0.39906015037593984	3553	3363	0.6583169152828595	0.6507177033492823	100	100	0.4	0.4	500	500	0.472	0.472	100	100	0.51	0.51	500	500	0.644	0.644	0.955249085280045	0.6633830565719111	0.6588798198705319	0.8817900365887982	1.332900374494439	1.51157578028852	0.11820472921309744	0.7861125996325198	0.8049761905022392	0.8365291800106147	0.8084115173083145	ok
cross_full	LIHC	SRP099053	SRP049592	-1	16008	16117	16728	3381	4160	0.567583555161195	0.5187814256137238	8917	7936	0.5352697095435685	0.44656274531793205	3452	4342	0.5958864426419467	0.5365005793742758	100	100	0.03	0.03	500	500	0.11	0.108	100	100	0.2	0.2	500	500	0.316	0.31	0.8281573498964804	0.6708074534161491	0.6110618160307602	0.8054487495481284	1.2439698624347064	1.5946447650278426	0.2199078505030011	0.4607316669146224	0.43596089517086184	0.5437420983917247	0.6444902548725637	ok
cross_full	LIHC	SRP099053	SRP102722	-1	15404	16117	15433	3116	62	0.015083440308087292	0.0	8605	68	0.006972690296339338	0.0	3174	999	0.21865154379332072	0.007561436672967864	100	100	0.01	0.0	500	500	0.124	0.0	100	68	0.13	0.0	500	68	0.066	0.0	0.15629011553273428	0.015083440308087292	0.0	0.45351182835136605	0.5438815448881114	1.5660953123887378	0.6527149142292379	-0.48911507947677774	-0.46441451594126315	-0.5862919858812788	0.33095299922098154	ok
cross_full	LIHC	SRP099053	SRP039694	-1	16049	16117	16625	3421	1778	0.3966676410406314	0.3960830166617948	8956	2974	0.29399285395265745	0.2935462259937472	3491	2725	0.560011458034947	0.5534230879404182	100	100	0.05	0.05	500	500	0.336	0.336	100	100	0.4	0.4	500	500	0.514	0.514	0.938322128032739	0.45249926921952643	0.4519146448406899	0.8304589301373867	1.1151271099355737	1.602455177606162	0.3041133845619235	0.7245713061805357	0.7596518867946441	0.787467594305281	0.7763723596485762	ok
cross_full	LIHC	SRP099053	SRP076032	-1	13250	16117	13305	2252	209	0.06261101243339254	0.06216696269982238	7391	376	0.04329590041942904	0.042890001352996886	2287	516	0.14560559685177088	0.14210756449497158	100	100	0.07	0.07	500	500	0.164	0.164	100	100	0.14	0.14	500	376	0.134	0.134	0.8690053285968028	0.0905861456483126	0.09014209591474245	0.5082149200710478	0.49914415202873597	1.4885366980473642	0.6646746078323065	0.5038178916080628	0.4966309542526988	0.5608655325072157	0.6710188679245283	ok
cross_full	BRCA	SRP023262	TCGA-BRCA	-1	14318	14373	17081	1539	2917	0.7108512020792722	0.7056530214424951	4067	11733	0.9188591099090239	0.8777969018932874	1573	2917	0.7069294342021615	0.7012078830260648	100	100	0.09	0.09	500	500	0.216	0.216	100	100	0.26	0.26	500	500	0.432	0.428	0.9486679662118258	0.9317738791423001	0.9090318388564003	0.9593892137751787	1.5655933921658307	1.3889085056979935	-0.1272113215110915	0.693037860375273	0.6871535566825755	0.7157142168526074	0.7473809191227825	ok
cross_full	BRCA	SRP023262	SRP157974	-1	14173	14373	16585	1485	2542	0.597979797979798	0.5595959595959596	4000	11407	0.86125	0.763	1516	2542	0.6009234828496042	0.5573878627968337	100	100	0.03	0.03	500	500	0.186	0.186	100	100	0.23	0.22	500	500	0.348	0.34	0.8518518518518519	0.8787878787878788	0.7818181818181819	0.9204162840526477	1.2398979294871948	1.3837984897175741	0.10398953409737333	0.5396213967694162	0.5490751951062255	0.5740934672623081	0.6947011924080999	ok
cross_full	BRCA	SRP023262	SRP218935	-1	14273	14373	17058	1521	2321	0.514792899408284	0.48717948717948717	4044	8433	0.6179525222551929	0.5343719090009891	1554	2344	0.5231660231660231	0.48841698841698844	100	100	0.05	0.05	500	500	0.122	0.122	100	100	0.24	0.23	500	500	0.33	0.324	0.8310322156476002	0.6877054569362262	0.6410256410256411	0.7852290159982468	1.0527975910970617	1.3875999323551917	0.24128160678839583	0.38048352988239703	0.35149055756373604	0.4955803869716335	0.6073004974427241	ok
cross_full	BRCA	SRP023262	SRP111343	-1	14252	14373	16421	1518	1078	0.4044795783926219	0.40250329380764166	4041	7588	0.6691413016580054	0.649839148725563	1551	1083	0.4049000644745326	0.4010315925209542	100	100	0.04	0.04	500	500	0.112	0.112	100	100	0.2	0.2	500	500	0.396	0.394	0.9288537549407114	0.7536231884057971	0.7457180500658761	0.8670499461013295	0.8747158776482583	1.388953096259397	0.3702336817535711	0.5977481501031281	0.568448257879339	0.6630169362481304	0.6980072972214426	ok
cross_full	BRCA	SRP062132	TCGA-BRCA	-1	16675	17037	17081	5	3848	1.0	1.0	5	13623	1.0	1.0	253	3848	0.691699604743083	0.5691699604743083	100	100	0.0	0.0	500	500	0.034	0.03	5	100	0.8	0.8	5	500	0.8	0.8	1.0	1.0	1.0		4.746935271874398	2.9630915368315085	-0.602021136664036	0.43546752511327164	0.40822620822440003	0.4192820562486428	0.6430584707646176	ok
cross_full	BRCA	SRP062132	SRP157974	-1	16492	17037	16585	5	3418	1.0	0.8	5	13262	1.0	0.8	209	3418	0.7751196172248804	0.5311004784688995	100	100	0.0	0.0	500	500	0.022	0.022	5	100	0.0	0.0	5	500	0.6	0.4	0.8	1.0	0.8		2.816726787445664	2.9630915368315085	0.049395959445233784	0.4333387737310996	0.43565702768764425	0.37860612490400863	0.6558937666747514	ok
cross_full	BRCA	SRP062132	SRP218935	-1	16812	17037	17058	5	3192	1.0	0.8	5	9847	1.0	0.8	240	3238	0.6333333333333333	0.4625	100	100	0.0	0.0	500	500	0.028	0.028	5	100	0.8	0.6	5	500	0.8	0.6	0.8	1.0	0.8		3.6793367513851187	2.9630915368315085	-0.2417222706928268	0.4368940287714251	0.4480503307830179	0.3798110901277682	0.6578039495598382	ok
cross_full	BRCA	SRP062132	SRP111343	-1	16300	17037	16421	5	1506	0.6	0.6	5	8605	0.6	0.6	215	1515	0.4372093023255814	0.3488372093023256	100	100	0.0	0.0	500	500	0.026	0.024	5	100	0.0	0.0	5	500	0.4	0.4	0.8	0.6	0.6		1.2724085167763404	2.9630915368315085	0.5705807596693582	0.4605943113055756	0.4669447540858886	0.4070284783794563	0.6673006134969325	ok
cross_full	BRCA	TCGA-BRCA	SRP023262	-1	14318	17081	14373	2917	1539	0.37504285224545764	0.3723003085361673	11733	4067	0.318503366572914	0.30427000767067247	2917	1573	0.381213575591361	0.37812821391840934	100	100	0.09	0.09	500	500	0.216	0.216	100	100	0.26	0.26	500	500	0.432	0.428	0.9242372300308536	0.6177579705176551	0.6115872471717518	0.8457319163524168	0.8109362850226441	1.5271365855406238	0.46898247825320516	0.693037860375273	0.6871535566825755	0.7157142168526074	0.7473809191227825	ok
cross_full	BRCA	TCGA-BRCA	SRP116023	-1	16435	17081	16739	3763	2885	0.5793250066436354	0.5785277703959607	13455	7818	0.5306577480490524	0.5181716833890747	3763	3005	0.6011161307467446	0.5995216582513951	100	100	0.35	0.35	500	500	0.474	0.474	100	100	0.58	0.58	500	500	0.5	0.5	0.9720967313313845	0.7815572681371247	0.7796970502258836	0.9162901939941536	1.1872665049423523	1.5813306094864936	0.24919779720959556	0.81124078609582	0.8022642840189338	0.8461159608527073	0.8110130818375418	ok
cross_full	BRCA	TCGA-BRCA	SRP062132	-1	16675	17081	17037	3848	5	0.0012993762993762994	0.0012993762993762994	13623	5	0.0003670263524921089	0.0003670263524921089	3848	253	0.04547817047817048	0.037422037422037424	100	100	0.0	0.0	500	500	0.034	0.03	100	5	0.04	0.04	500	5	0.008	0.008	0.7793659043659044	0.0012993762993762994	0.0012993762993762994	0.2454954954954952	0.2698721640845399	1.5819669664300857	0.8294072064642781	0.43546752511327164	0.40822620822440003	0.41928205624864273	0.6430584707646176	ok
cross_full	BRCA	TCGA-BRCA	SRP156355	-1	16887	17081	17666	3997	1659	0.2867150362772079	0.2804603452589442	13807	3218	0.21445643514159485	0.2061997537480988	3997	2258	0.3760320240180135	0.35626720040030024	100	100	0.09	0.09	500	500	0.242	0.242	100	100	0.37	0.37	500	500	0.39	0.382	0.8754065549161871	0.3815361521140856	0.37478108581436076	0.6902677007755817	0.7856359596583193	1.6010588620910151	0.5093022634831408	0.6102391537998743	0.631400251973414	0.6496466248494311	0.7265944217445373	ok
cross_full	BRCA	SRP111343	SRP023262	-1	14252	16421	14373	1078	1518	0.5695732838589982	0.5667903525046383	7588	4041	0.3563521349499209	0.3460727464417501	1083	1551	0.579870729455217	0.5743305632502308	100	100	0.04	0.04	500	500	0.112	0.112	100	100	0.2	0.2	500	500	0.396	0.394	0.950834879406308	0.7207792207792207	0.7152133580705009	0.904143475572047	1.1564443267747735	1.274634069298632	0.09272444960528359	0.5977481501031281	0.568448257879339	0.6630169362481305	0.6980072972214426	ok
cross_full	BRCA	SRP111343	SRP116023	-1	16158	16421	16739	1482	2841	0.717948717948718	0.713225371120108	8550	7759	0.5921637426900584	0.5746198830409357	1489	2938	0.7468099395567495	0.7400940228341168	100	100	0.0	0.0	500	500	0.052	0.052	100	100	0.06	0.06	500	500	0.282	0.282	0.9527665317139001	0.7948717948717948	0.7881241565452092	0.9145299145299145	1.51279709450202	1.3096911467228334	-0.15507927062606108	0.6942435967886489	0.6787211653534759	0.7212725983426166	0.7430375046416636	ok
cross_full	BRCA	SRP111343	SRP062132	-1	16300	16421	17037	1506	5	0.00199203187250996	0.00199203187250996	8605	5	0.0003486345148169669	0.0003486345148169669	1515	215	0.062046204620462043	0.04950495049504951	100	100	0.0	0.0	500	500	0.026	0.024	100	5	0.0	0.0	500	5	0.004	0.004	0.798804780876494	0.00199203187250996	0.00199203187250996	0.3359893758300131	0.359097111051618	1.3119677436610826	0.7262912043480981	0.4605943113055756	0.4669447540858886	0.4070284783794563	0.6673006134969325	ok
cross_full	BRCA	SRP111343	SRP156355	-1	16372	16421	17666	1536	1638	0.470703125	0.46875	8649	3197	0.28546652792230315	0.28350098277257485	1545	2127	0.5922330097087378	0.5779935275080906	100	100	0.07	0.07	500	500	0.174	0.174	100	100	0.21	0.21	500	500	0.33	0.328	0.916015625	0.5032552083333334	0.5006510416666666	0.8274739583333333	1.146899293190701	1.3199541715650494	0.13110673241720194	0.6486715869916805	0.6627822361329402	0.6746408587081862	0.744502809675055	ok
cross_full	LIHC	SRP062885	TCGA-LIHC	-1	15860	16024	16307	3640	3182	0.5810439560439561	0.5733516483516483	7935	11270	0.824952741020794	0.7987397605545054	3805	3182	0.5779237844940868	0.5679369250985545	100	100	0.49	0.49	500	500	0.496	0.496	100	100	0.49	0.49	500	500	0.602	0.602	0.9354395604395604	0.8722527472527473	0.8519230769230769	0.9487179487179487	1.1758498968838536	1.5752051014414352	0.2535258451055933	0.7311147546135937	0.7574985368367035	0.803425665655532	0.7840479192938209	ok
cross_full	LIHC	SRP062885	SRP068976	-1	15850	16024	16012	3619	3713	0.6225476651008566	0.6112185686653772	7914	10874	0.7868334596916856	0.7519585544604498	3778	3714	0.617787188988883	0.6048173636844891	100	100	0.48	0.48	500	500	0.524	0.524	100	100	0.56	0.56	500	500	0.658	0.656	0.9309201436861011	0.846366399557889	0.8228792484111633	0.9267753523072672	1.280852960064961	1.5697582107221377	0.18404442715051728	0.7065699074664659	0.7225134894594679	0.7975569462405289	0.7656151419558359	ok
cross_full	LIHC	SRP062885	SRP174991	-1	15625	16024	15733	3531	2353	0.46105919003115264	0.4556782781081847	7820	8206	0.6548593350383631	0.6351662404092071	3677	2372	0.46097361979874896	0.45363067718248573	100	100	0.26	0.26	500	500	0.428	0.428	100	100	0.42	0.42	500	500	0.584	0.584	0.9119229679977343	0.740016992353441	0.7252902860379495	0.8647691871990937	0.926920927213547	1.5568312194311897	0.4046105219085916	0.672483149946434	0.6971520763719845	0.7624513932513953	0.751552	ok
cross_full	LIHC	SRP062885	SRP099053	-1	15819	16024	16117	3614	3304	0.5938018815716657	0.5871610403984505	7907	8832	0.7226508157328949	0.7134184899456179	3775	3365	0.5978807947019867	0.5896688741721854	100	100	0.46	0.46	500	500	0.476	0.476	100	100	0.51	0.51	500	500	0.602	0.602	0.92612064194798	0.7861095738793581	0.7772551189817377	0.8962368566685113	1.2042375766828917	1.5699104406908118	0.23292593929562766	0.7357724503358785	0.7728379753223902	0.8034072883741441	0.7826031986851255	ok
cross_full	LIHC	SRP062885	SRP049592	-1	15958	16024	16728	3657	4127	0.4703308722996992	0.3975936560021876	7953	7902	0.5254620897774425	0.4172010562052056	3831	4297	0.5030018271991648	0.41294701122422345	100	100	0.0	0.0	500	500	0.074	0.07	100	100	0.25	0.25	500	500	0.246	0.228	0.7544435329505059	0.6015859994531036	0.505332239540607	0.7716707683893902	0.9876443131495287	1.572472110840439	0.37191616541824535	0.3625438975158714	0.36036027128827763	0.42555818684716296	0.6246396791577892	ok
cross_full	LIHC	SRP062885	SRP102722	-1	15353	16024	15433	3408	61	0.011150234741784037	0.00029342723004694836	7687	67	0.0059841290490438405	0.00013008976193573565	3537	987	0.1894260672886627	0.013853548204693244	100	100	0.02	0.0	500	500	0.088	0.0	100	67	0.06	0.0	500	67	0.042	0.002	0.21214788732394366	0.011150234741784037	0.00029342723004694836	0.3720657276995303	0.4768128173100791	1.5432391931115301	0.6910311639061517	-0.42622058604323443	-0.4109190907086822	-0.5141045814254667	0.3500944440825897	ok
cross_full	LIHC	SRP062885	SRP039694	-1	15960	16024	16625	3676	1755	0.34684439608269857	0.34630032644178455	7972	2951	0.3000501756146513	0.2989212242849975	3846	2681	0.49011960478419136	0.48049921996879874	100	100	0.06	0.06	500	500	0.25	0.25	100	100	0.38	0.38	500	500	0.464	0.464	0.9270946681175191	0.41974972796517956	0.41838955386289445	0.779651795429815	0.9888728350620932	1.5800133701215278	0.3741364131709636	0.7130493356153694	0.726510210419847	0.7489730540309304	0.7733082706766917	ok
cross_full	LIHC	SRP062885	SRP076032	-1	13233	16024	13305	2536	207	0.0555993690851735	0.05362776025236593	6601	374	0.04272079987880624	0.04150886229359188	2598	510	0.12933025404157045	0.11816782140107775	100	100	0.03	0.03	500	500	0.124	0.124	100	100	0.07	0.07	500	374	0.102	0.102	0.7862776025236593	0.07689274447949526	0.0749211356466877	0.46635120925341733	0.4611892386074084	1.4725651401169482	0.68681233444737	0.42196161993256115	0.43291214686986346	0.4608234655788975	0.6424091286934179	ok
cross_full	ESCA	SRP064894	SRP099599	-1	1586	16426	1626	385	251	0.38441558441558443	0.33766233766233766	679	787	0.6170839469808542	0.5596465390279823	401	257	0.3940149625935162	0.3341645885286783	100	100	0.29	0.29	500	500	0.49	0.46	100	100	0.46	0.44	500	500	0.54	0.482	0.8233766233766234	0.6753246753246753	0.6	0.8161838161838162	0.7834563283016378	1.5086496932004043	0.48069036050401004	0.5282773543069069	0.5636610584304326	0.6039801074346703	0.7036569987389659	ok
cross_full	ESCA	SRP064894	ERP013206	-1	15264	16426	15593	3204	5221	0.6423220973782772	0.5452559300873908	6075	10637	0.7679012345679013	0.6548148148148148	3349	5229	0.6464616303374141	0.5368766796058525	100	100	0.02	0.02	500	500	0.074	0.068	100	100	0.16	0.06	500	500	0.214	0.156	0.8164794007490637	0.8392634207240949	0.7100499375780275	0.9157303370786517	1.531291053210273	1.5588650515743292	0.01768850891628404	0.4375374917298974	0.45320367170958714	0.3821663968825755	0.6762971698113207	ok
cross_full	KIRC	TCGA-KIRC	SRP114482	-1	16907	16967	17314	4546	4451	0.7131544214694236	0.7076550813902331	13669	8787	0.5810959104543126	0.5649279391323433	4547	4665	0.7380690565207829	0.7308115240818122	100	100	0.2	0.2	500	500	0.336	0.336	100	100	0.37	0.37	500	500	0.61	0.61	0.9505059392872856	0.8042234931808183	0.7956445226572811	0.8953903309380652	1.6068414628675831	1.693058279546579	0.05092371462964984	0.8127640586479129	0.820747893570957	0.8463213251824164	0.812858579286686	ok
cross_full	KIRC	SRP114482	TCGA-KIRC	-1	16907	17314	16967	4451	4546	0.7283756459222647	0.7227589305773984	8787	13669	0.9039490155912143	0.8787982246500512	4665	4547	0.7193997856377278	0.712325830653805	100	100	0.2	0.2	500	500	0.336	0.336	100	100	0.37	0.37	500	500	0.61	0.61	0.9651763648618288	0.9375421253650865	0.919793304875309	0.9614853804923452	1.5255045690903422	1.7994373996266557	0.15223248699462877	0.8127640586479129	0.820747893570957	0.8463213251824164	0.812858579286686	ok
cross_full	COAD	TCGA-COAD	SRP029880	-1	16176	16566	16445	4109	2760	0.545144804088586	0.5320029204185933	12028	8896	0.6613734619221816	0.6424176920518789	4109	2790	0.5504989048430275	0.5361401800924799	100	100	0.17	0.17	500	500	0.378	0.376	100	100	0.22	0.22	500	500	0.504	0.496	0.9303966901922609	0.8087125821367729	0.7899732294962278	0.8996106108542224	1.0801368027187668	1.5766029760500475	0.31489612849463566	0.793536571334581	0.8300916597076081	0.7368099197063459	0.8320351137487636	ok
cross_full	COAD	TCGA-COAD	SRP119775	-1	16437	16566	17321	4247	2729	0.526960207205086	0.5264892865552154	12221	6468	0.47582030930365765	0.46951967924065136	4247	2900	0.5533317635978338	0.551683541323287	100	100	0.41	0.41	500	500	0.428	0.428	100	100	0.45	0.45	500	500	0.604	0.604	0.9505533317635978	0.7077937367553567	0.7063809748057452	0.8899222980927713	1.095293430048089	1.5844443425384385	0.3087207921148437	0.7897911738113047	0.7944908483575774	0.8348374627465646	0.796799902658636	ok
cross_full	COAD	SRP029880	TCGA-COAD	-1	16176	16445	16566	2760	4109	0.8115942028985508	0.7920289855072464	8896	12028	0.8942221223021583	0.8685926258992805	2790	4109	0.810752688172043	0.7896057347670251	100	100	0.17	0.17	500	500	0.378	0.376	100	100	0.22	0.22	500	500	0.504	0.496	0.928623188405797	0.9235507246376812	0.8818840579710145	0.9516908212560387	1.7311859785385142	1.5391251199944098	-0.12478573447284247	0.793536571334581	0.8300916597076081	0.7368099197063459	0.8320351137487636	ok
cross_full	COAD	SRP029880	SRP119775	-1	16322	16445	17321	2879	2754	0.6241750607849947	0.6012504341785342	9022	6491	0.5648414985590778	0.5536466415428951	2915	2906	0.6531732418524872	0.6257289879931389	100	100	0.19	0.19	500	500	0.306	0.306	100	100	0.07	0.07	500	500	0.418	0.412	0.9076068079194165	0.733935394234109	0.7071899965265718	0.8930184091698506	1.2963805421855135	1.5632404626309782	0.17070945054501208	0.7495981120847179	0.7638046925331321	0.643619928614255	0.7939590736429359	ok
